;chip_name;description;input_voltage;output_voltage;output_node;model_file;output_number
198;LT1073-5;5 Volt µPower DC/DC Converter;2.8;[5.1];['V(out)'];1073-5.asc;1
199;LT1074;5A Step-Down Switching Regulator;20.0;[5.3];['V(out)'];1074.asc;1
200;LT1074HV;5A Step-Down Switching Regulator;20.0;[5.3];['V(out)'];1074.asc;1
201;LT1076;2A Step-Down Switching Regulator;25.0;[5.3];['V(out)'];1076.asc;1
202;LT1076HV;2A Step-Down Switching Regulator;25.0;[5.3];['V(out)'];1076.asc;1
203;LT1082;1A High Voltage, Efficiency Switching Voltage Regulator;5.0;[12.6];['V(out)'];1082.asc;1
204;LT1103;Offline Switching Regulator;175.5;[4.5];['V(out)'];1103.asc;1
205;LT1105;Offline Switching Regulator;175.5;[20.6];['V(out)'];1105.asc;1
206;LT1107;Adjustable µPower DC/DC Converter;2.8;[5.1];['V(out)'];1107.asc;1
207;LT1107-12;12 Volt µPower DC/DC Converter;6.0;[12.1];['V(out)'];1107-12.asc;1
208;LT1107-5;5 Volt µPower DC/DC Converter;3.0;[5.1];['V(out)'];1107-5.asc;1
209;LT1108;Adjustable µPower DC/DC Converter;2.8;[5.1];['V(out)'];1108.asc;1
210;LT1108-12;12Volt µPower DC/DC Converter;5.0;[12.1];['V(out)'];1108-12.asc;1
211;LT1108-5;5Volt µPower DC/DC Converter;2.8;[5.1];['V(out)'];1108-5.asc;1
212;LT1109;µPower Low Cost DC/DC Converter, Adjustable Output Voltage;3.0;[5.4];['V(out)'];1109.asc;1
213;LT1109A;µPower DC/DC Converter Flash Memory VPP Generator, Adjustable Output Voltage;3.0;[5.4];['V(out)'];1109.asc;1
214;LT1110;Adjustable µPower DC/DC Converter;1.5;[5.1];['V(out)'];1110.asc;1
215;LT1110-12;12 Volt µPower DC/DC Converter;3.0;[12.1];['V(out)'];1110-12.asc;1
216;LT1110-5;5 Volt µPower DC/DC Converter;1.5;[5.1];['V(out)'];1110-5.asc;1
217;LT1111;Adjustable µPower DC/DC Converter;3.0;[5.1];['V(out)'];1111.asc;1
218;LT1111-12;12 Volt µPower DC/DC Converter;5.0;[12.1];['V(out)'];1111-12.asc;1
219;LT1111-5;5 Volt µPower DC/DC Converter;3.0;[5.1];['V(out)'];1111-5.asc;1
220;LT1158;Half-Bridge N-Channel Power MOSFET Driver;30.0;[23.6];['V(out)'];1158.asc;1
221;LT1170;100kHz, 5A High Efficiency Switching Regulator;5.0;[12.4];['V(out)'];1170.asc;1
222;LT1170HV;100kHz, 5A High Efficiency Switching Regulator(High Voltage version);5.0;[12.4];['V(out)'];1170.asc;1
223;LT1171;100kHz, 2.5A High Efficiency Switching Regulator;5.0;[14.1];['V(out)'];1171.asc;1
224;LT1171HV;100kHz, 2.5A High Efficiency Switching Regulator(High Voltage version);5.0;[14.1];['V(out)'];1171.asc;1
225;LT1172;100kHz, 1.25A High Efficiency Switching Regulator;5.0;[12.4];['V(out)'];1172.asc;1
226;LT1172HV;100kHz, 1.25A High Efficiency Switching Regulator;5.0;[12.4];['V(out)'];1172.asc;1
227;LT1173;Adjustable µPower DC/DC Converter;3.0;[5.8];['V(out)'];1173.asc;1
228;LT1173-12;12 Volt µPower DC/DC Converter;5.0;[12.0];['V(out)'];1173-12.asc;1
229;LT1173-5;5 Volt µPower DC/DC Converter;3.0;[5.7];['V(out)'];1173-5.asc;1
230;LT1176;Step-Down Switching Regulator, Adjustable Output Voltage;10.0;[5.1];['V(out)'];1176.asc;1
231;LT1185;Low Dropout Regulator;7.5;[5.199999809265137];['V(out)'];1185.asc;1
232;LT1243;High Speed Current Mode Pulse Width Modulator;200.0;[20.1];['V(out)'];1243.asc;1
233;LT1246;1MHz Off-Line Current Mode PWM and DC/DC Converter;17.0;[26.5];['V(out)'];1246.asc;1
234;LT1247;1MHz Off-Line Current Mode PWM and DC/DC Converter;17.0;[26.0];['V(out)'];1247.asc;1
235;LT1268;7.5A 150kHz Switching Regulator;5.0;[12.3];['V(out)'];1268.asc;1
236;LT1268B;7.5A 150kHz Switching Regulator;5.0;[12.3];['V(out)'];1268.asc;1
237;LT1269;4A High Efficiency Switching Regulator;5.0;[12.3];['V(out)'];1269.asc;1
238;LT1270;8A High Efficiency Switching Regulator;5.0;[12.2];['V(out)'];1270.asc;1
239;LT1270A;10A High Efficiency Switching Regulator;5.0;[12.2];['V(out)'];1270.asc;1
240;LT1271;4A High Efficiency Switching Regulator;5.0;[12.3];['V(out)'];1271.asc;1
241;LT1300;µPower High Efficiency 3.3/5V Step-Up DC/DC Converter;2.5;[5.0];['V(out)'];1300.asc;1
242;LT1301;µPower High Efficiency 5V/12V DC/DC Step-Up Converter for Flash Memory;2.5;[5.1];['V(out)'];1301.asc;1
243;LT1302;µPower High Output Current Step-up Adjustable DC/DC Converter;2.5;[5.0];['V(out)'];1302.asc;1
244;LT1303;µPower High Efficiency DC/DC Converter with Low-Battery Detector, adjustable output voltage;3.2;[5.0];['V(out)'];1303.asc;1
245;LT1304;µPower DC/DC Converter with Low-Battery Detector Active in Shutdown, Adjustable output voltage;3.2;[5.0];['V(out)'];1304.asc;1
246;LT1305;µPower High Power DC/DC Converter with Low-Battery Detector;3.0;[5.1];['V(out)'];1305.asc;1
247;LT1307;Single Cell µPower 600kHz PWM DC/DC Converter;1.8;[5.1];['V(out)'];1307.asc;1
248;LT1307b;Single Cell µPower 600kHz PWM DC/DC Converter;1.8;[5.1];['V(out)'];1307.asc;1
249;LT1309;500kHz µPower DC/DC Converter for Flash Memory;5.0;[12.2];['V(out)'];1309.asc;1
250;LT1310;1.5A Boost DC/DC Converter with Phase-Locked Loop;5.0;[13.2];['V(out)'];1310.asc;1
251;LT1316;µPower DC/DC Converter with Programmable Peak Current Limit;2.0;[5.2];['V(out)'];1316.asc;1
252;LT1317;µPower, 600kHz PWM DC/DC Converter;1.5;[5.1];['V(out)'];1317.asc;1
253;LT1317b;µPower, 600kHz PWM DC/DC Converter;1.5;[5.1];['V(out)'];1317.asc;1
254;LT1339;High Power Synchronous DC/DC Controller;12.0;[5.0];['V(out)'];1339.asc;1
255;LT1370;500kHz High Efficiency 6A Switching Regulator;5.0;[12.9];['V(out)'];1370.asc;1
256;LT1370HV;500kHz High Efficiency 6A Switching Regulator, High Voltage Version;5.0;[12.9];['V(out)'];1370.asc;1
257;LT1371;500kHz High Efficiency 3A Switching Regulator;5.0;[12.5];['V(out)'];1371.asc;1
258;LT1371HV;500kHz High Efficiency 3A Switching Regulator(High Voltage version);5.0;[12.5];['V(out)'];1371.asc;1
259;LT1372;1.5A, 500kHz High Efficiency Step-Down Switching Regulator, Adjustable Output Voltage;5.0;[12.4];['V(out)'];1372.asc;1
260;LT1372HV;1.5A, 500kHz High Efficiency Step-Down Switching Regulator, Adjustable Output Voltage(High Voltage version);5.0;[12.4];['V(out)'];1372.asc;1
261;LT1373;250kHz Low Supply Current High Efficiency 1.5A Switching Regulator, Adjustable Output Voltage;5.0;[12.3];['V(out)'];1373.asc;1
262;LT1373HV;250kHz Low Supply Current High Efficiency 1.5A Switching Regulator, Adjustable Output Voltage;5.0;[12.3];['V(out)'];1373.asc;1
263;LT1374;4.5A, 500KHz Step-Down Switching Regulator;12.0;[5.1];['V(out)'];1374.asc;1
264;LT1374HV;4.5A, 500KHz Step-Down Switching Regulator, High Voltage Version;12.0;[5.1];['V(out)'];1374.asc;1
265;LT1375;1.5A, 500kHz Step-Down Switching Regulator, Adjustable Output Voltage;6.2;[5.2];['V(out)'];1375.asc;1
266;LT1375HV;1.5A, 500kHz Step-Down Switching Regulator, Adjustable Output Voltage;6.2;[5.2];['V(out)'];1375.asc;1
267;LT1376;1.5A, 500kHz Step-Down Switching Regulator, Adjustable Output Voltage;10.0;[5.2];['V(out)'];1376.asc;1
268;LT1376HV;1.5A, 500kHz Step-Down Switching Regulator, Adjustable Output Voltage;10.0;[5.2];['V(out)'];1376.asc;1
269;LT1377;1.5A, 1MHz High Efficiency Step-Down Switching Regulator, Adjustable Output Voltage;5.0;[12.6];['V(out)'];1377.asc;1
270;LT1424-5;Isolated Flyback Switching Regulator with 5V Output;5.0;[5.8];['V(out)'];1424-5.asc;1
271;LT1424-9;Isolated Flyback Switching Regulator with 9V Output;6.0;[9.8];['V(out)'];1424-9.asc;1
272;LT1432;5V High Efficiency Step-Down Switching Regulator Controller;10.0;[5.6];['V(out)'];1432.asc;1
273;LT1432-3.3;3.3V High Efficiency Step-Down Switching Regulator Controller;5.0;[3.4];['V(out)'];1432-3.3.asc;1
274;LT1500;Adaptive-Frequency Current-Mode Switching Regulator, Adjustable Output Voltage;2.5;[3.3];['V(out)'];1500.asc;1
275;LT1500-3;Adaptive-Frequency Current-Mode Switching Regulator, Selectable 3.3V or 5V Output;3.0;[5.1];['V(out)'];1500-3.asc;1
276;LT1501;Adaptive-Frequency Current-Mode Switching Regulator, Adjustable Output Voltage;2.5;[3.3];['V(out)'];1501.asc;1
277;LT1505;Constant-Current/Voltage High Efficiency Battery Charger;24.0;[17.0];['V(out)'];1505.asc;1
278;LT1505-1;Constant-Current/Voltage High Efficiency Battery Charger;24.0;[17.0];['V(out)'];1505-1.asc;1
279;LT1506;4.5A, 500KHz Step-Down Switching Regulator, Adjustable Output Voltage;5.0;[3.4];['V(out)'];1506.asc;1
280;LT1507;500kHz Monolithic Buck Mode Switching Regulator, Adjustable Output Voltage;12.0;[5.2];['V(out)'];1507.asc;1
281;LT1510;Constant-Voltage/Constant-Current Battery Charger;14.0;[4.199999809265137];['V(bat)'];1510.asc;1
282;LT1510-5;500KHz Constant-Voltage/Constant-Current Battery Charger;14.0;[4.199999809265137];['V(bat)'];1510-5.asc;1
283;LT1512;SEPIC Constant-Current/Constant Voltage Battery Charger;5.0;[3.900000095367432];['V(bat)'];1512.asc;1
284;LT1513;SEPIC Constant- or Constant Current/Constant Voltage Battery Charger;5.0;[4.400000095367432];['V(bat)'];1513.asc;1
285;LT1513-2;SEPIC Constant- or Constant Current/Constant Voltage Battery Charger;5.0;[3.7000000476837163];['V(bat)'];1513-2.asc;1
286;LT1533;Ultralow Noise 1A Switching Regulator;3.3;[5.1];['V(out)'];1533.asc;1
287;LT1534;Ultralow Noise 2A Switching Regulator;3.3;[5.2];['V(out)'];1534.asc;1
288;LT1534-1;Ultralow Noise 2A Switching Regulator;3.3;[5.3];['V(out)'];1534-1.asc;1
289;LT1572;100kHz, 1.25A High Efficiency Switching Regulator with Catch Diode;5.0;[12.0];['V(out)'];1572.asc;1
290;LT1576;1.5A, 200kHz Step-Down Switching Regulator, Adjustable Output Voltage;10.0;[5.1];['V(out)'];1576.asc;1
291;LT1578;1.5A, 200kHz Step-Down Switching Regulator, Adjustable Output Voltage;10.0;[3.4];['V(out)'];1578.asc;1
292;LT1610;1.7MHz, Single Cell µPower DC/DC Converter;1.5;[5.0];['V(out)'];1610.asc;1
293;LT1611;Inverting 1.4MHz Switching Regulator in SOT-23;5.0;[5.0];['V(out)'];1611.asc;1
294;LT1612;Synchronous, Step-Down 800KHz PWM DC/DC Converter;2.0;[1.2];['V(out)'];1612.asc;1
295;LT1615;µPower Step-Up DC/DC Converter in SOT-23;3.3;[20.3];['V(out)'];1615.asc;1
296;LT1615-1;µPower Step-Up DC/DC Converter in SOT-23;4.0;[10.8];['V(out)'];1615-1.asc;1
297;LT1616;600mA, 1.4MHz Step-Down Switching Regulator in SOT-23;5.0;[3.3];['V(out)'];1616.asc;1
298;LT1617;µPower Inverting DC/DC Converters in SOT-23;3.3;[9.0];['V(out)'];1617.asc;1
299;LT1617-1;µPower Inverting DC/DC Converters in SOT-23;3.3;[9.0];['V(out)'];1617-1.asc;1
300;LT1618;Constant-Current/Constant-Voltage 1.4MHz Step-Up DC/DC Converter;5.0;[12.6];['V(out)'];1618.asc;1
301;LT1619;Low Voltage Current Mode PWM Controller;3.3;[5.1];['V(out)'];1619.asc;1
302;LT1620;Rail-to-Rail Current Sense Amplifier;23.0;[17.2];['V(out)'];1620.asc;1
303;LT1621;Dual Rail-to-Rail Current Sense Amplifier;23.0;[17.2];['V(out)'];1621.asc;1
304;LT1676;Wide Input Range, High Efficiency, Step-Down Switching Regulator;30.0;[5.1];['V(out)'];1676.asc;1
305;LT1680;High Power DC/DC Step-Up Controller;12.0;[50.8];['V(out)'];1680.asc;1
306;LT1681;Dual Transistor Synchronous Forward Controller;16.0;[2.6];['V(out)'];1681.asc;1
307;LT1683;Slew Rate Controlled Ultralow Noise Push-Pull DC/DC Controller;48.0;[4.9];['V(out)'];1683.asc;1
308;LT1725;General Purpose Isolated Flyback Controller;16.0;[5.2];['V(out)'];1725.asc;1
309;LT1737;High Power Isolated Flyback Controller;16.0;[5.5];['V(out)'];1737.asc;1
310;LT1738;Slew Rate Controlled Ultralow Noise DC/DC Controller;6.0;[12.2];['V(out)'];1738.asc;1
311;LT1765;Monolithic 3A, 1.25MHz Step-Down Switching Regulator;5.0;[3.5];['V(out)'];1765.asc;1
312;LT1766;High Voltage 200KHz Step-Down Switching Regulator;20.0;[5.1];['V(out)'];1766.asc;1
313;LT1767;Monolithic 1.5A, 1.25MHz Step-Down Switching Regulator\n\nNote: Sync pin is not modeled.;5.0;[3.7];['V(out)'];1767.asc;1
314;LT1776;Wide Input Range, High Efficiency, Step-Down Switching Regulator;30.0;[5.1];['V(out)'];1776.asc;1
315;LT1777;Low Noise Step-Down Switching Regulator;24.0;[5.1];['V(out)'];1777.asc;1
316;LT1912;36V, 2A, 500KHz Step-Down Switching Regulator;15.0;[3.3];['V(out)'];1912.asc;1
317;LT1913;25V, 3.5A, 2.4MHz Step-Down Switching Regulator;30.0;[5.2];['V(out)'];1913.asc;1
318;LT1930;1A, 1.2MHz Boost DC/DC Converter in ThinSOT;5.0;[12.1];['V(out)'];1930.asc;1
319;LT1930A;1A, 2.2MHz Boost DC/DC Converter in ThinSOT;5.0;[12.1];['V(out)'];1930.asc;1
320;LT1931;1.2MHz Inverting DC/DC Converter in ThinSOT;5.0;[5.199999809265137];['V(out)'];1931.asc;1
321;LT1931A;2.2MHz Inverting DC/DC Converter in ThinSOT;5.0;[5.199999809265137];['V(out)'];1931.asc;1
322;LT1933;600mA, 500KHz Step-Down Switching Regulator in SOT-23;5.0;[3.3];['V(out)'];1933.asc;1
323;LT1934;µPower Step-Down Switching Regulator in ThinSOT;5.0;[3.0];['V(out)'];1934.asc;1
324;LT1934-1;µPower Step-Down Switching Regulator in ThinSOT;5.0;[3.3];['V(out)'];1934-1.asc;1
325;LT1935;1.2MHz Boost DC/DC Converter in ThinSOT with 2A Switch;3.3;[5.5];['V(out)'];1935.asc;1
326;LT1936;1.4A, 500KHz Step-Down Switching Regulator;10.0;[3.3];['V(out)'];1936.asc;1
327;LT1938;25V, 2.2A, 2.8MHz Step-Down Switching Regulator;15.0;[3.3];['V(out)'];1938.asc;1
328;LT1946;1.2MHz Boost DC/DC Converter with 1.5A Switch and Soft-Start;3.3;[8.2];['V(out)'];1946.asc;1
329;LT1946A;2.7MHz Boost DC/DC Converter with 1.5A Switch and Soft-Start;3.3;[8.2];['V(out)'];1946.asc;1
330;LT1949;600kHz, 1A Switch PWM DC/DC Converter;3.3;[10.1];['V(out)'];1949.asc;1
331;LT1949-1;1.1MHz, 1A PWM DC/DC Converter;3.3;[10.1];['V(out)'];1949-1.asc;1
332;LT1952;Single Switch Synchronous Forward Controller;20.0;[13.3];['V(out)'];1952.asc;1
333;LT1952-1;Single Switch Synchronous Forward Controller;20.0;[13.3];['V(out)'];1952-1.asc;1
334;LT1956;High Voltage, 1.5A, 500KHz Step-Down Switching Regulator;20.0;[5.2];['V(out)'];1956.asc;1
335;LT1959;4.5A, 500KHz Step-Down Switching Regulator, Adjustable Output Voltage;5.0;[1.9];['V(out)'];LT1959.asc;1
336;LT1961;1.5A, 1.25MHz Step-Up Switching Regulator;5.0;[12.6];['V(out)'];1961.asc;1
337;LT1976;High Voltage 1.5A, 200KHz Step-Down Switching Regulator with 100µA Quiescent Current;20.0;[3.4];['V(out)'];1976.asc;1
338;LT1976B;High Voltage 1.5A, 200KHz Step-Down Switching Regulator with 100µA Quiescent Current;20.0;[3.4];['V(out)'];1976.asc;1
339;LT1977;High Voltage 1.5A, 500KHz Step-Down Switching Regulator with 100µA Quiescent Current;14.0;[3.5];['V(out)'];1977.asc;1
340;LT3001;36V 4W No-Opto Isolated Flyback Converter;24.0;[5.0];['V(out)'];LT3001.asc;1
341;LT3002;36V 10W No-Opto Isolated Flyback Converter;24.0;[4.8];['V(out)'];LT3002.asc;1
342;LT3033;3A, 0.95V to 10V, Very Low Dropout Linear Regulator with Programmable Current Limit;1.2;[0.9];['V(out)'];3033.asc;1
343;LT3042;20V, 200mA, Ultralow Noise, Ultrahigh PSRR RF Linear Regulator;5.0;[3.3];['V(out)'];3042.asc;1
344;LT3045;20V, 500mA, Ultralow Noise, Ultrahigh PSRR RF Linear Regulator;5.0;[3.3];['V(out)'];3045.asc;1
345;LT3048;Low Noise Bias Generator in 2mm*2mm DFN;3.2;[5.0];['V(out)'];3048.asc;1
346;LT3048-12;Low Noise Bias Generator in 2mm*2mm DFN;3.3;[12.0];['V(out)'];3048-12.asc;1
347;LT3048-15;Low Noise Bias Generator in 2mm*2mm DFN;3.2;[14.7];['V(out)'];3048-15.asc;1
348;LT3048-3.3;Low Noise Bias Generator in 2mm*2mm DFN;3.3;[3.3];['V(out)'];3048-3.3.asc;1
349;LT3048-5;Low Noise Bias Generator in 2mm*2mm DFN;3.3;[5.0];['V(out)'];3048-5.asc;1
350;LT3050;100mA, Linear Regulator with Precision Current Limit and Diagnostic Output;12.0;[2.5];['V(out)'];3050.asc;1
351;LT3050-3.3;100mA, Linear Regulator with Precision Current Limit and Diagnostic Output;12.0;[3.3];['V(out)'];3050-3.3.asc;1
352;LT3050-5;100mA, Linear Regulator with Precision Current Limit and Diagnostic Output;12.0;[5.0];['V(out)'];3050-5.asc;1
353;LT3055;500mA, Linear Regulator with Precision Current Limit and Diagnostics;12.0;[5.0];['V(out)'];3055.asc;1
354;LT3060;45Vin, µPower, Low Noise, 100mA Low Dropout, Linear Regulator;12.0;[1.8];['V(out)'];3060.asc;1
355;LT3060-1.2;45Vin, µPower, Low Noise, 100mA Low Dropout, Linear Regulator;12.0;[1.2];['V(out)'];3060-1.2.asc;1
356;LT3060-1.5;45Vin, µPower, Low Noise, 100mA Low Dropout, Linear Regulator;12.0;[1.5];['V(out)'];3060-1.5.asc;1
357;LT3060-1.8;45Vin, µPower, Low Noise, 100mA Low Dropout, Linear Regulator;12.0;[1.8];['V(out)'];3060-1.8.asc;1
358;LT3060-2.5;45Vin, µPower, Low Noise, 100mA Low Dropout, Linear Regulator;12.0;[2.5];['V(out)'];3060-2.5.asc;1
359;LT3060-3;45Vin, µPower, Low Noise, 100mA Low Dropout, Linear Regulator;12.0;[3.0];['V(out)'];3060-3.asc;1
360;LT3060-3.3;45Vin, µPower, Low Noise, 100mA Low Dropout, Linear Regulator;12.0;[3.3];['V(out)'];3060-3.3.asc;1
361;LT3060-5;45Vin, µPower, Low Noise, 100mA Low Dropout, Linear Regulator;12.0;[5.0];['V(out)'];3060-5.asc;1
362;LT3061;45V Vin, µPower, Low Noise, 100mA LDO with Output Discharge;2.2;[1.8];['V(out)'];3061.asc;1
363;LT3062;45V Vin, µPower, Low Noise, 200mA LDO;2.3;[1.8];['V(out)'];3062.asc;1
364;LT3063;45V Vin, µPower, Low Noise, 200mA LDO with Output Discharge;2.3;[1.8];['V(out)'];3063.asc;1
365;LT3065;45V Vin, 500mA Low Noise, Linear Regulator with Programmable Current Limit and Power Good;10.0;[5.0];['V(out)'];3065.asc;1
366;LT3066;45V Vin, 500mA Low Noise, Linear Regulator with Programmable Current Limit and Active Output Discharge;10.0;[3.3];['V(out)'];3066.asc;1
367;LT3070;5A, Low Noise, Programmable Output, 85mV Dropout Linear Regulator;1.2;[0.9];['V(out)'];3070.asc;1
368;LT3070-1;5A, Low Noise, Programmable Output 85mV Dropout Linear Regulator;3.0;[0.9];['V(out)'];3070-1.asc;1
369;LT3071;5A, Low Noise, Programmable Output, 85mV Dropout Linear Regulator with Analog Margining;1.2;[0.9];['V(out)'];3071.asc;1
370;LT3081;1.5A Single Resistor Rugged Linear Regulator with Monitor\nInternal current limit is modeled based on TO-220 pakage;5.0;[1.5];['V(out)'];3081.asc;1
371;LT3082;200mA Single Resistor Low Dropout Linear Regulator;9.0;[5.0];['V(out)'];3082.asc;1
372;LT3088;800mA Single Resistor Rugged Linear Regulator;3.3;[1.5];['V(out)'];3088.asc;1
373;LT3089;800mA Single Resistor Rugged Linear Regulator with Monitors;5.0;[1.5];['V(out)'];LT3089.asc;1
374;LT3120;26V, 9A Low-IQ CC/CV Monolithic Buck-Boost Converter;12.0;[5.0];['V(out)'];LT3120.asc;1
375;LT3150;Fast Transient Response, Low Input Voltage, Very Low Dropout Linear Regulator;1.8;[1.5];['V(out)'];3150.asc;1
376;LT3154;5A Low Noise, High Performance Buck-Boost DC/DC Converter, Adjustable Output;5.0;[3.3];['V(out)'];3154.asc;1
377;LT3154-1;5A Low Noise, High Performance Buck-Boost DC/DC Converter, Selectable output 3.3V or 5V;5.0;[3.3];['V(out)'];3154-1.asc;1
378;LT3420;Photoflash Capacitor Charger with Automatic Refresh;5.0;[318.7];['V(out)'];3420.asc;1
379;LT3420-1;Photoflash Capacitor Charger with Automatic Refresh;5.0;[318.5];['V(out)'];3420-1.asc;1
380;LT3431;High Voltage, 3A, 500KHz Step-Down Switching Regulator;20.0;[5.3];['V(out)'];3431.asc;1
381;LT3433;High Voltage Step-Up/Step-Down DC/DC Converter;8.0;[9.1];['V(out)'];3433.asc;1
382;LT3434;High Voltage 3A, 200KHz Step-Down Switching Regulator with 100µA Quiescent Current;24.0;[3.7];['V(out)'];3434.asc;1
383;LT3435;High Voltage 3A, 500KHz Step-Down Switching Regulator with 100µA Quiescent Current;15.0;[3.5];['V(out)'];3435.asc;1
384;LT3436;3A, 800KHz Switching Regulator;5.0;[12.7];['V(out)'];3436.asc;1
385;LT3437;High Voltage 500mA, 200KHz Step-Down Switching Regulator with 75µA Quiescent Current\n\nNote: Sync pin is not modeled.;40.0;[3.6];['V(out)'];3437.asc;1
386;LT3439;Ultralow Noise 1A Isolated DC/DC Transformer Driver;5.0;[4.3];['V(out)'];3439.asc;1
387;LT3460;1.3MHz Step-Up Converter in SC70 and ThinSOT;5.0;[12.1];['V(out)'];3460.asc;1
388;LT3460-1;650KHz Step-Up DC/DC Converter in SC70 and DFN;3.6;[17.6];['V(out)'];3460-1.asc;1
389;LT3461;1.3MHz Step-Up Converter in ThinSOT;5.0;[12.1];['V(out)'];3461.asc;1
390;LT3461A;3MHz Step-Up DC/DC Converter in ThinSOT;5.0;[12.1];['V(out)'];3461.asc;1
391;LT3462;1.2MHz DC/DC Converter with Integrated Schottky in ThinSOT;5.0;[1.0];['V(out)'];3462.asc;1
392;LT3462A;2.7MHz DC/DC Converter with Integrated Schottky in ThinSOT;5.0;[1.0];['V(out)'];3462.asc;1
393;LT3464;µPower Boost Converter with Integrated Schottky and Output Disconnect in ThinSOT;5.0;[16.2];['V(out)'];3464.asc;1
394;LT3466-1;White LED Driver and Boost Converter in 3mm Ч 3mm DFN Package\n\nNote: Only channel 2 is modeled.  For channel 1, use the LT3466 model.;3.0;[16.7];['V(out)'];3466-1.asc;1
395;LT3467;1.1A Step-Up DC/DC Converter in ThinSOT with Integrated Soft-Start;3.0;[5.0];['V(out)'];3467.asc;1
396;LT3467A;2.1MHz, 1.1A Step-Up DC/DC Converter in ThinSOT with Integrated Soft-Start;3.0;[5.0];['V(out)'];3467.asc;1
397;LT3468;Photoflash Capacitor Charger in ThinSOT(TM);5.0;[321.7];['V(out)'];3468.asc;1
398;LT3468-1;Photoflash Capacitor Charger in ThinSOT(TM);5.0;[321.5];['V(out)'];3468-1.asc;1
399;LT3468-2;Photoflash Capacitor Charger in ThinSOT(TM);5.0;[321.6];['V(out)'];3468-2.asc;1
400;LT3470;µPower Buck Regulator with Integrated Boost and Catch Diodes;10.0;[5.0];['V(out)'];3470.asc;1
401;LT3470A;µPower Buck Regulator with Integrated Boost and Catch Diodes;10.0;[5.0];['V(out)'];3470.asc;1
402;LT3473;µPower 1A Boost Converter with Schottky and Output Disconnect;3.6;[25.9];['V(out)'];3473.asc;1
403;LT3473A;µPower 1A Boost Converter with Schottky and Output Disconnect;3.6;[25.9];['V(out)'];3473.asc;1
404;LT3477;3A, DC/DC Converter with Dual Rail-to-Rail Current Sense;5.0;[14.1];['V(out)'];3477.asc;1
405;LT3479;3A, Full Featured DC/DC Converter with Soft-Start and Inrush Current Protection;5.0;[12.2];['V(out)'];3479.asc;1
406;LT3480;38V, 2A, 2.4MHz Step-Down Switching Regulator with 70µA Quiescent Current;30.0;[3.4];['V(out)'];3480.asc;1
407;LT3481;36V, 2A, 2.8MHz Step-Down Switching Regulator with 50µA Quiescent Current;30.0;[3.4];['V(out)'];3481.asc;1
408;LT3483;Inverting µPower DC/DC Converter with Schottky in ThinSOT Package;3.6;[7.9000000953674325];['V(out)'];3483.asc;1
409;LT3483A;Inverting µPower DC/DC Converter with Schottky in ThinSOT Package;3.6;[7.9000000953674325];['V(out)'];3483.asc;1
410;LT3484-0;Photoflash Capacitor Charger;5.0;[321.5];['V(out)'];3484-0.asc;1
411;LT3484-1;Photoflash Capacitor Charger;5.0;[321.5];['V(out)'];3484-1.asc;1
412;LT3484-2;Photoflash Capacitor Charger;5.0;[322.0];['V(out)'];3484-2.asc;1
413;LT3489;2MHz Boost DC/DC Converter with 2.5A Switch and Soft-Start;3.3;[8.1];['V(out)'];3489.asc;1
414;LT3493;1.2A, 750KHz Step-Down Switching Regulator in 2mm Ч 3mm DFN;6.0;[3.3];['V(out)'];3493.asc;1
415;LT3493-3;1.2A, 750KHz Step-Down Switching Regulator in 2mm Ч 3mm DFN;6.0;[3.3];['V(out)'];3493-3.asc;1
416;LT3494;µPower Low Noise Boost Converter with Output Disconnect;3.6;[14.6];['V(out)'];3494.asc;1
417;LT3494A;µPower Low Noise Boost Converter with Output Disconnect;3.6;[14.6];['V(out)'];3494.asc;1
418;LT3495;650mA µPower Low Noise Boost Converter with Output Disconnect;3.6;[16.0];['V(out)'];3495.asc;1
419;LT3495-1;350mA µPower Low Noise Boost Converter with Output Disconnect;3.6;[16.0];['V(out)'];3495-1.asc;1
420;LT3495B;650mA µPower Low Noise Boost Converter with Output Disconnect;3.6;[16.0];['V(out)'];3495.asc;1
421;LT3495B-1;350mA µPower Low Noise Boost Converter with Output Disconnect;3.6;[16.0];['V(out)'];3495-1.asc;1
422;LT3502;1.1MHz, 500mA Step-Down Regulator in 2mmx2mm DFN;5.0;[3.3];['V(out)'];3502.asc;1
423;LT3502A;2.2MHz, 500mA Step-Down Regulator in 2mmx2mm DFN;5.0;[3.3];['V(out)'];3502.asc;1
424;LT3503;1.2A, 2.2MHz Step-Down Switching Regulator in 2mm Ч 3mm DFN;15.0;[3.3];['V(out)'];3503.asc;1
425;LT3505;1.2A Step-Down Switching Regulator in 3mm Ч 3mm DFN;10.0;[3.5];['V(out)'];3505.asc;1
426;LT3509;Dual 36V, 700mA Step-Down Regulator\n\nNote: Only one of two channels modeled.;10.0;[5.0];['V(out)'];3509.asc;1
427;LT3511;Monolithic High Voltage Isolated Flyback Converter;50.0;[5.0];['V(out)'];3511.asc;1
428;LT3512;Monolithic High Voltage Isolated Flyback Converter;50.0;[5.0];['V(out)'];3512.asc;1
429;LT3573;Isolated Flyback Converter Without an Opto-Coupler;18.0;[5.2];['V(out)'];3573.asc;1
430;LT3574;Isolated Flyback Converter Without an Opto-Coupler;18.0;[5.1];['V(out)'];3574.asc;1
